1 Proud Boys 3428727 7
2 Watts family murders 2608442 7
3 Joe Biden 2031570 7
4 Hope Hicks 1790137 5
5 Eddie Van Halen 1633880 1
6 Donald Trump 1573260 7
7 Bible 1471871 7
8 Beau Biden 1297071 7
9 Hunter Biden 1209374 7
10 Chris Wallace 910485 7
11 Gavin McInnes 870280 7
12 Deaths in 2020 817777 7
13 Sean Conley 800340 5
14 Mahatma Gandhi 789239 7
15 Melania Trump 778686 7
16 Helen Reddy 724287 7
17 Antifa (United States) 713458 7
18 The Boys (2019 TV series) 684798 7
19 2020 United States presidential debates 646375 7
20 Enola Holmes (film) 620704 7
21 Kayleigh McEnany 615652 7
22 American Murder: The Family Next Door 546454 7
23 Ratched (TV series) 545708 7
24 2020 Nagorno-Karabakh conflict 541729 7
25 Amy Coney Barrett 536824 7
26 Emily in Paris 534943 5
27 Genshin Impact 526337 7
28 Edinson Cavani 515299 5
29 Microsoft Office 509781 7
30 Mac Davis 504951 7
31 Millie Bobby Brown 498491 7
32 Lily Collins 492171 7
33 Kamala Harris 483246 7
34 XXXX 472523 7
35 Chrissy Teigen 463292 6
36 Van Halen 454875 137 Schitt's Creek 449482 7
38 United States presidential line of succession 443887 6
39 Azerbaijan 435112 7
40 Among Us 433384 7
41 QAnon 427909 7
42 Walter Reed Army Medical Center 420442 5
43 Mike Pence 417793 7
44 Armenia 412454 7
45 LeBron James 411571 7
46 2020 United States presidential election 410802 7
47 Jill Biden 401856 7
48 Neilia Hunter 372914 7
49 Dan Levy (Canadian actor) 364334 7
50 Judy Garland 362088 7
51 2016 United States presidential election 357291 7
52 Bigg Boss (Hindi season 14) 354756 6
53 F5 Networks 353349 7
54 Raised by Wolves (American TV series) 344153 7
55 David Attenborough 343351 7
56 Tenet (film) 338638 7
57 2020-21 UEFA Champions League 336491 6
58 Barack Obama 329544 7
59 Carlo Acutis 318949 6
60 COVID-19 pandemic 315791 7
61 Walter Reed National Military Medical Center 312541 5
62 Nagorno-Karabakh 311540 7
63 Sarah Paulson 308078 7
64 Wolfgang Van Halen 306415 1
65 Ruth Bader Ginsburg 297317 7
66 Mulan (2020 film) 296153 7
67 Cleopatra 291272 7
68 Nagorno-Karabakh conflict 286502 7
69 Jo Jorgensen 285703 7
70 Ivanka Trump 281157 7
71 Atal Tunnel 278317 5
72 2020-21 UEFA Europa League 278224 4
73 Nishabdham 277929 6
74 Valerie Bertinelli 277773 175 Thomas Partey 277171 2
76 Rick Moranis 274868 5
77 List of presidents of the United States 271613 7
78 Kellyanne Conway 271462 5
79 Lovecraft Country (TV series) 271196 7
80 2020 French Open - Men's Singles 270565 7
81 Brett Rypien 269695 3
82 Nicholas Lyndhurst 267883 4
83 Jimmy Butler 267799 6
84 The Boys in the Band (2020 film) 266335 7
85 Sacha Baron Cohen 262907 7
86 Ollie Watkins 260122 3
87 Herman Cain 259939 7
88 Mickey Rourke 259448 6
89 United States 256578 7
90 Periodic table 256319 7
91 COVID-19 pandemic by country and territory 254648 7
92 Thomas Jefferson Byrd 253205 3
93 United States Electoral College 251102 7
94 Cobra Kai 242701 7
95 Manchester United F.C. 241608 7
